bus_id,time,ridership_count,timestamp,hour,time_period,id,name,routeId,routeName,routeName_short,route_id,stop_sequence
20284,200,3,2025-10-01 09:20:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,205,3,2025-10-01 09:25:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19399,205,4,2025-10-01 09:25:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,205,19,2025-10-01 09:25:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,205,17,2025-10-01 09:25:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,205,12,2025-10-01 09:25:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
20284,205,5,2025-10-01 09:25:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,210,6,2025-10-01 09:30:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,210,9,2025-10-01 09:30:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
20284,210,22,2025-10-01 09:30:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,210,3,2025-10-01 09:30:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,210,19,2025-10-01 09:30:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,210,0,2025-10-01 09:30:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19399,215,18,2025-10-01 09:35:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
20284,215,24,2025-10-01 09:35:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,215,8,2025-10-01 09:35:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,215,4,2025-10-01 09:35:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,215,0,2025-10-01 09:35:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15185,215,9,2025-10-01 09:35:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,220,19,2025-10-01 09:40:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,220,3,2025-10-01 09:40:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15185,220,9,2025-10-01 09:40:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,220,8,2025-10-01 09:40:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
20284,220,14,2025-10-01 09:40:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,220,4,2025-10-01 09:40:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19412,220,7,2025-10-01 09:40:00,9,Morning,,,,,,,
20284,225,11,2025-10-01 09:45:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,225,5,2025-10-01 09:45:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,225,13,2025-10-01 09:45:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,225,3,2025-10-01 09:45:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19399,225,16,2025-10-01 09:45:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
13216,225,6,2025-10-01 09:45:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19412,225,4,2025-10-01 09:45:00,9,Morning,,,,,,,
20284,230,3,2025-10-01 09:50:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,230,17,2025-10-01 09:50:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,230,5,2025-10-01 09:50:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,230,11,2025-10-01 09:50:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,230,8,2025-10-01 09:50:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19412,230,6,2025-10-01 09:50:00,9,Morning,,,,,,,
15189,230,4,2025-10-01 09:50:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19399,235,15,2025-10-01 09:55:00,9,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,235,4,2025-10-01 09:55:00,9,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19412,235,3,2025-10-01 09:55:00,9,Morning,,,,,,,
20284,235,1,2025-10-01 09:55:00,9,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,235,10,2025-10-01 09:55:00,9,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,235,12,2025-10-01 09:55:00,9,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,235,8,2025-10-01 09:55:00,9,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15189,240,1,2025-10-01 10:00:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15185,240,7,2025-10-01 10:00:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
20284,240,3,2025-10-01 10:00:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,240,7,2025-10-01 10:00:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19412,240,5,2025-10-01 10:00:00,10,Morning,,,,,,,
19051,240,13,2025-10-01 10:00:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,240,12,2025-10-01 10:00:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
13216,245,12,2025-10-01 10:05:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15189,245,1,2025-10-01 10:05:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,245,1,2025-10-01 10:05:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,245,16,2025-10-01 10:05:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19412,245,7,2025-10-01 10:05:00,10,Morning,,,,,,,
15185,245,8,2025-10-01 10:05:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,245,4,2025-10-01 10:05:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,250,15,2025-10-01 10:10:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19412,250,4,2025-10-01 10:10:00,10,Morning,,,,,,,
15185,250,6,2025-10-01 10:10:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,250,7,2025-10-01 10:10:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15189,250,1,2025-10-01 10:10:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,250,19,2025-10-01 10:10:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,250,4,2025-10-01 10:10:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,255,1,2025-10-01 10:15:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19412,255,7,2025-10-01 10:15:00,10,Morning,,,,,,,
19051,255,16,2025-10-01 10:15:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
20284,255,29,2025-10-01 10:15:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,255,6,2025-10-01 10:15:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
13216,255,4,2025-10-01 10:15:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,255,9,2025-10-01 10:15:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
20284,260,19,2025-10-01 10:20:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,260,6,2025-10-01 10:20:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,260,7,2025-10-01 10:20:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,260,4,2025-10-01 10:20:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,260,9,2025-10-01 10:20:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,260,18,2025-10-01 10:20:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19412,260,12,2025-10-01 10:20:00,10,Morning,,,,,,,
19399,265,1,2025-10-01 10:25:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,265,1,2025-10-01 10:25:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,265,12,2025-10-01 10:25:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,265,3,2025-10-01 10:25:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,265,9,2025-10-01 10:25:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19412,265,4,2025-10-01 10:25:00,10,Morning,,,,,,,
19051,265,13,2025-10-01 10:25:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19051,270,11,2025-10-01 10:30:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,270,15,2025-10-01 10:30:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,270,0,2025-10-01 10:30:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,270,0,2025-10-01 10:30:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,270,3,2025-10-01 10:30:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19412,270,0,2025-10-01 10:30:00,10,Morning,,,,,,,
13216,270,6,2025-10-01 10:30:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,275,16,2025-10-01 10:35:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,275,11,2025-10-01 10:35:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,275,2,2025-10-01 10:35:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,275,0,2025-10-01 10:35:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,275,0,2025-10-01 10:35:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,275,8,2025-10-01 10:35:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19412,275,2,2025-10-01 10:35:00,10,Morning,,,,,,,
19051,280,7,2025-10-01 10:40:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,280,0,2025-10-01 10:40:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,280,0,2025-10-01 10:40:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,280,6,2025-10-01 10:40:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19412,280,2,2025-10-01 10:40:00,10,Morning,,,,,,,
15185,280,19,2025-10-01 10:40:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
20284,280,0,2025-10-01 10:40:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19412,285,3,2025-10-01 10:45:00,10,Morning,,,,,,,
19051,285,10,2025-10-01 10:45:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,285,18,2025-10-01 10:45:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
20284,285,0,2025-10-01 10:45:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,285,2,2025-10-01 10:45:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15189,285,0,2025-10-01 10:45:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19399,285,8,2025-10-01 10:45:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,290,10,2025-10-01 10:50:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19412,290,6,2025-10-01 10:50:00,10,Morning,,,,,,,
20284,290,4,2025-10-01 10:50:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,290,1,2025-10-01 10:50:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,290,17,2025-10-01 10:50:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,290,1,2025-10-01 10:50:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19399,290,5,2025-10-01 10:50:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,295,1,2025-10-01 10:55:00,10,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,295,1,2025-10-01 10:55:00,10,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,295,17,2025-10-01 10:55:00,10,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,295,6,2025-10-01 10:55:00,10,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19412,295,1,2025-10-01 10:55:00,10,Morning,,,,,,,
19399,295,8,2025-10-01 10:55:00,10,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
20284,295,4,2025-10-01 10:55:00,10,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,300,3,2025-10-01 11:00:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,300,9,2025-10-01 11:00:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,300,6,2025-10-01 11:00:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19412,300,1,2025-10-01 11:00:00,11,Morning,,,,,,,
15185,300,18,2025-10-01 11:00:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,300,1,2025-10-01 11:00:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,300,4,2025-10-01 11:00:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,305,11,2025-10-01 11:05:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
13216,305,7,2025-10-01 11:05:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,305,9,2025-10-01 11:05:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,305,6,2025-10-01 11:05:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19412,305,0,2025-10-01 11:05:00,11,Morning,,,,,,,
15189,305,1,2025-10-01 11:05:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,305,1,2025-10-01 11:05:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15185,310,10,2025-10-01 11:10:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,310,1,2025-10-01 11:10:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,310,1,2025-10-01 11:10:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,310,7,2025-10-01 11:10:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
13216,310,7,2025-10-01 11:10:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19412,310,0,2025-10-01 11:10:00,11,Morning,,,,,,,
19399,310,17,2025-10-01 11:10:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,315,7,2025-10-01 11:15:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,315,1,2025-10-01 11:15:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,315,3,2025-10-01 11:15:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,315,15,2025-10-01 11:15:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
20284,315,0,2025-10-01 11:15:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15185,315,12,2025-10-01 11:15:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19412,315,6,2025-10-01 11:15:00,11,Morning,,,,,,,
15185,320,9,2025-10-01 11:20:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,320,1,2025-10-01 11:20:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,320,0,2025-10-01 11:20:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,320,2,2025-10-01 11:20:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,320,15,2025-10-01 11:20:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19051,320,6,2025-10-01 11:20:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19412,320,7,2025-10-01 11:20:00,11,Morning,,,,,,,
15189,325,1,2025-10-01 11:25:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19051,325,10,2025-10-01 11:25:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15185,325,12,2025-10-01 11:25:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,325,2,2025-10-01 11:25:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,325,15,2025-10-01 11:25:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
20284,325,0,2025-10-01 11:25:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19412,325,5,2025-10-01 11:25:00,11,Morning,,,,,,,
19051,330,15,2025-10-01 11:30:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,330,1,2025-10-01 11:30:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
15185,330,14,2025-10-01 11:30:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
20284,330,2,2025-10-01 11:30:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,330,0,2025-10-01 11:30:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19412,330,6,2025-10-01 11:30:00,11,Morning,,,,,,,
19399,330,16,2025-10-01 11:30:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,335,12,2025-10-01 11:35:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19412,335,4,2025-10-01 11:35:00,11,Morning,,,,,,,
19051,335,14,2025-10-01 11:35:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,335,1,2025-10-01 11:35:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,335,3,2025-10-01 11:35:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,335,6,2025-10-01 11:35:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19399,335,19,2025-10-01 11:35:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
13216,340,6,2025-10-01 11:40:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19051,340,10,2025-10-01 11:40:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,340,22,2025-10-01 11:40:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15189,340,0,2025-10-01 11:40:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,340,5,2025-10-01 11:40:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19412,340,4,2025-10-01 11:40:00,11,Morning,,,,,,,
15185,340,7,2025-10-01 11:40:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15185,345,7,2025-10-01 11:45:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,345,0,2025-10-01 11:45:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
20284,345,5,2025-10-01 11:45:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,345,4,2025-10-01 11:45:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
19412,345,3,2025-10-01 11:45:00,11,Morning,,,,,,,
19051,345,9,2025-10-01 11:45:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,345,19,2025-10-01 11:45:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19399,350,25,2025-10-01 11:50:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
20284,350,5,2025-10-01 11:50:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19412,350,6,2025-10-01 11:50:00,11,Morning,,,,,,,
13216,350,2,2025-10-01 11:50:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,350,7,2025-10-01 11:50:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
15189,350,0,2025-10-01 11:50:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19051,350,7,2025-10-01 11:50:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
20284,355,4,2025-10-01 11:55:00,11,Morning,20284.0,2479,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19051,355,6,2025-10-01 11:55:00,11,Morning,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
15189,355,0,2025-10-01 11:55:00,11,Morning,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
13216,355,2,2025-10-01 11:55:00,11,Morning,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
15185,355,7,2025-10-01 11:55:00,11,Morning,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
19399,355,27,2025-10-01 11:55:00,11,Morning,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
19412,355,1,2025-10-01 11:55:00,11,Morning,,,,,,,
15189,360,0,2025-10-01 12:00:00,12,Midday,15189.0,130,59451.0,B/L Loop,b,b,"12,13,14,6,9,10"
19412,360,1,2025-10-01 12:00:00,12,Midday,,,,,,,
19051,360,6,2025-10-01 12:00:00,12,Midday,19051.0,4061,54551.0,REXL Route,rexl,rexl,"17,18,16,12,13"
19399,360,28,2025-10-01 12:00:00,12,Midday,19399.0,4063,55368.0,H Route,h,h,"1,2,3,11,10,8,7,5"
15185,360,15,2025-10-01 12:00:00,12,Midday,15185.0,126,54543.0,EE Route,ee,ee,"1,2,23,17,18,19,20,21,16,22,3"
13216,360,6,2025-10-01 12:00:00,12,Midday,13216.0,4040,54545.0,LX Route,lx,lx,"1,2,3,12,13,14"
